run_root,run_dir,task,setting,seed,agent_id,update_attempt_count,active_update_count,active_update_rate,initial_prompt_hash,final_active_prompt_hash,unique_active_prompt_count,mean_active_change_ratio,median_active_change_ratio,p90_active_change_ratio,max_active_change_ratio,large_active_update_count,large_active_update_rate,final_direct_distance_from_initial,active_cumulative_path_length,path_to_direct_ratio,unknown_active_step_distance_count,mean_active_vote_delta
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,0,3,3,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,4c2e972a1975abb04194334abdb63fab0c0afd7c3a9d8f1969bfd038c9bbe5aa,4,0.34734122457125444,0.34734122457125444,0.48662400112192583,0.5214446952595937,1,0.5,0.5303776683087028,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,8,5,0.625,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,ad1a0d0d282f65ebfe718ed87415c4daccb049464e570f3de244e53f0ae3ed79,6,0.22291761813544744,0.22580645161290325,0.32202553506445447,0.3460803059273423,0,0.0,,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,2,4,3,0.75,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,6208caa8ae3ffff44abbadb346176f7e349301a481394e2c569eaf60f00181d5,4,0.25971189274884654,0.20190023752969122,0.34629078333223506,0.38238841978287097,0,0.0,0.4626391096979332,0.7791356782465396,1.684111139577572,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,3,3,2,0.6666666666666666,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,471979f3d4e0b1acfb359bede58c5871c065caf8cd66a3b8c816326c70d38c8c,3,0.2859555886808655,0.2859555886808655,0.3841984170062461,0.4087591240875912,0,0.0,0.6776978417266187,0.571911177361731,0.8439029050242103,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,4,6,4,0.6666666666666666,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,614d57fcbb201f045f43971c26e5939a410d9b6547400a071da5072777934af3,5,0.2837903141086249,0.2837903141086249,0.3795650803655846,0.4035087719298246,0,0.0,0.4855403348554034,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,0,4,3,0.75,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,0299b46b73efcd7e5b1072e1ac00c1e5a24b2bbdb094d1bf9a528c7aeea777e9,4,0.21443661971830985,0.21443661971830985,0.22598591549295777,0.22887323943661975,0,0.0,0.432937181663837,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,1,7,6,0.8571428571428571,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,b96535640ab7f60e730f475534626e779626d6963bdf8f6a5b5541f78fa03631,7,0.4726260952353345,0.5133979687430297,0.5797607455835304,0.6021699819168174,3,0.75,0.5179340028694405,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,2,4,2,0.5,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,1bd7f7651845c3a312e6a218efdba70676921e21a4be6bc33724ddf92eb4a6bb,3,0.19865067466266867,0.19865067466266867,0.26041979010494753,0.27586206896551724,0,0.0,0.38715596330275226,0.39730134932533734,1.0262049070251604,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,3,4,2,0.5,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,ae0cea5c49e46b61c6475adb129d3e25d33db2c90bffbfc1928a5ea0cf23ffb3,3,0.17014228304550888,0.17014228304550888,0.21467361789942438,0.22580645161290325,0,0.0,,0.34028456609101776,,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,4,5,2,0.4,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,fb7041c490529c4364bdc2255b13008bb05ff173dc9f930184cdebe1a3c7c1e5,3,0.16708204230095647,0.16708204230095647,0.18726256230634514,0.1923076923076923,0,0.0,0.323943661971831,0.33416408460191294,1.0315500002928617,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,0,6,5,0.8333333333333334,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,d7c2acfccd38125b741c60279c0ca88cf6c2f38f69dd239b7a3cd0f73ebe07a3,6,0.20556098035956238,0.20427236315086783,0.23763608182557588,0.24597701149425288,0,0.0,0.34791252485089463,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,1,3,1,0.3333333333333333,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,7928205a1913e5320a71239f85eccfe3b2d73a785123384eb5a15f8cf5a05217,2,0.23006833712984054,0.23006833712984054,0.23006833712984054,0.23006833712984054,0,0.0,0.23006833712984054,0.23006833712984054,1.0,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,2,3,1,0.3333333333333333,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,27d0a12cd02da2596772b865fabdb2d619e7fcd495fd072cda3403c32016111f,2,0.18248175182481752,0.18248175182481752,0.18248175182481752,0.18248175182481752,0,0.0,0.18248175182481752,0.18248175182481752,1.0,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,3,7,7,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,2be2d368967d50f6a393063e833450f6650d392874fd6323c896bf2fc6d17f5d,8,0.14237711213517668,0.1428571428571429,0.1785714285714286,0.1875,0,0.0,0.7317436661698957,,,4,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,4,5,4,0.8,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,6f1d8dc3842c16eef0db8d5e51e85f68da980213003334866cf185961818d796,5,0.19041324289107875,0.22496371552975325,0.2304472885604961,0.2318181818181818,0,0.0,0.3752310536044362,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,0,5,3,0.6,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,37035b44da0ccdd28aab02cd57efeb53ecfd6c6e996d5412db09395149781140,4,0.16947480700963188,0.10804597701149421,0.25631993920395174,0.29338842975206614,0,0.0,0.4823889739663093,0.5084244210288956,1.053971895021806,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,1,2,2,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,4499d1c4679955b2ba4950c16d4803297b30f053d0c8924355311e877304ca12,3,0.20833333333333337,0.20833333333333337,0.20833333333333337,0.20833333333333337,0,0.0,0.30595482546201236,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,2,10,10,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,cd708f3d8e6d634d356f298d8f0b17dafbce98b1db5be7c734dcd135da169b3e,11,0.17607771134031344,0.18202130505247588,0.2678242657444839,0.28639618138424816,0,0.0,0.7333333333333334,,,6,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,3,4,2,0.5,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,083d6541c194c9bb593f2daf512c0b79da1d4863551b2dcfa06a286116785191,3,0.4360189573459715,0.4360189573459715,0.4360189573459715,0.4360189573459715,0,0.0,0.32677165354330706,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_specialization_seed43,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,4,3,2,0.6666666666666666,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,972ea84d9f4f6d2617964e541839997541b793f8f24d67c94b9cf82383cd68a7,3,0.271948608137045,0.271948608137045,0.271948608137045,0.271948608137045,0,0.0,0.5853658536585367,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed42,disambiguation_qa,shared_vote_error_pareto_tcs,42,0,7,3,0.42857142857142855,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,f919f316a8c9d31cebf980bdcc5244d0074008bfd39ad2cc0c1a897acb779dbf,4,0.2959970887918486,0.2959970887918486,0.4058660844250364,0.43333333333333335,0,0.0,0.417989417989418,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed42,disambiguation_qa,shared_vote_error_pareto_tcs,42,1,2,2,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,7c1229cdbe939badc0e03982144a9a4dd5b11d1632019cdd15637b6362ae0e57,3,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0,0.0,0.31288343558282206,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed42,disambiguation_qa,shared_vote_error_pareto_tcs,42,2,5,3,0.6,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,426911662fcb6a93217839442e4f810a277c5fdff099854de366b1889672a24d,4,0.27550031820250537,0.22196796338672764,0.4126475609313138,0.46031746031746035,1,0.3333333333333333,0.652046783625731,0.826500954607516,1.2675485492187017,0,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed42,disambiguation_qa,shared_vote_error_pareto_tcs,42,3,5,4,0.8,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,f6502bbe280a8a9c9c5a1499312b517474b10fdc17dd397105eb64142b87b6b0,5,0.21374541199990527,0.13318284424379234,0.36894426115645085,0.4278846153846154,0,0.0,0.4918276374442794,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed42,disambiguation_qa,shared_vote_error_pareto_tcs,42,4,5,5,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,c94670c2fe723374fa7acadf411052f941585180a5430a1ce691fe31e9a8575b,6,0.39812555057342075,0.4439252336448598,0.5084232896230287,0.524547803617571,1,0.3333333333333333,0.38378378378378375,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed43,disambiguation_qa,shared_vote_error_pareto_tcs,43,0,6,3,0.5,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,06564d096ce2286630b09b2c8035c57f306f172208d608509b8d89e44cfaa9a0,4,0.21126760563380287,0.21126760563380287,0.21126760563380287,0.21126760563380287,0,0.0,0.4977578475336323,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed43,disambiguation_qa,shared_vote_error_pareto_tcs,43,1,6,3,0.5,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,55815af47da270ec343de7e9e5241316b4c2c1b3c888dc7ea36c244f18da2773,4,0.3794856444411185,0.3794856444411185,0.5115078949337724,0.5445134575569358,1,0.5,0.3207547169811321,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed43,disambiguation_qa,shared_vote_error_pareto_tcs,43,2,5,4,0.8,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,478b37f7bd4d0b68644aa4de8012647d212018bc62f03b56a58a6a9ab46a41d6,5,0.1948783057751235,0.1948783057751235,0.20197331923465,0.20374707259953162,0,0.0,0.6339522546419099,,,2,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed43,disambiguation_qa,shared_vote_error_pareto_tcs,43,3,2,2,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,3648b206dffec5121f1b5a24a6e264264e21fc99eef2b4441e0ad4bb8cddb615,3,0.21028037383177567,0.21028037383177567,0.21028037383177567,0.21028037383177567,0,0.0,,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_seed43,disambiguation_qa,shared_vote_error_pareto_tcs,43,4,5,5,1.0,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,7685307e9a436d9067a2900a3ddc3503892e65ee41e7ffd3627c3bd87c16edb8,6,0.20697364910747354,0.17340491234737992,0.37935569407764613,0.4477958236658933,0,0.0,0.5742397137745975,,,1,
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_pareto_tcs_boundary_selector_seed42,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,42,0,7,3,0.42857142857142855,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,9e4d7d5ff84936d37d45deec71bd986f8c141842ea882bd40a7f010481affa91,4,0.527710843373494,0.527710843373494,0.527710843373494,0.527710843373494,1,1.0,0.37362637362637363,,,2,
