blinded_id,bucket,question_hash,run_dir,run_name,team_family_diversity,team_family_homogeneity_rate,team_major_family_diversity,trace_token_cosine_diversity,trace_token_cosine_similarity,vote_correct
P7G0001,high_text_low_strategy,1f3467b893e8,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2833462224894365,0.8250175801852049,0.0,0.5045530242453142,0.49544697575468577,1.0
P7G0002,low_strategy,1e89b7735a6e,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.36096404744368116,0.6,0.7219280948873623,0.02595522627188207,0.9740447737281179,1.0
P7G0003,low_text_high_strategy,02c5f132bd5c,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7454771510113252,0.4492296116054127,0.9248187049730301,0.09119457118780772,0.9088054288121923,1.0
P7G0004,high_text_low_strategy,1e89b7735a6e,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.36096404744368116,0.8,0.0,0.6595075052803561,0.340492494719644,1.0
P7G0005,high_text_low_strategy,e668c65c8a2a,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.2833462224894365,0.8250175801852049,0.0,0.38398718461949144,0.6160128153805086,1.0
P7G0006,low_text_high_strategy,11f7bfe474b4,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.6408554798501023,0.5768336837832027,0.7219280948873625,0.06874125657716124,0.9312587434228388,1.0
P7G0007,low_text_high_strategy,20896e21f6d8,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.6448002482513866,0.5829113924050633,0.7219280948873625,0.0859558729080121,0.9140441270919879,1.0
P7G0008,low_strategy,f4888ae525b1,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.20485054535735253,0.9680986269406266,0.0,0.06445949146491636,0.9355405085350836,1.0
P7G0009,low_text_high_strategy,e83a88d607f5,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.6883129304069695,0.529746835443038,0.7219280948873626,0.08671898344645379,0.9132810165535462,0.0
P7G0010,low_text_high_strategy,feb65f13f8e6,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.7040244361674404,0.6260288567540707,0.9814538950336537,0.05039720607723108,0.9496027939227689,1.0
P7G0011,high_text_low_strategy,b52740641844,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2646804326436821,0.9737948294722724,0.0,0.735769229340629,0.2642307706593709,0.0
P7G0012,high_strategy,72d800127956,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.8806874868221022,0.3886075949367089,0.9709505944546688,0.45535136517011854,0.5446486348298815,1.0
P7G0013,high_strategy,a63408590859,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.7079755105753105,0.25863660286042256,0.8649735207179272,0.85747976528716,0.1425202347128401,1.0
P7G0014,high_text_low_strategy,62df9b0878f8,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.20485054535735253,0.9680986269406266,0.0,0.25656754093806966,0.7434324590619303,1.0
P7G0015,low_text_high_strategy,4b74f9bb8790,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.6594168940368601,0.7506859045027138,0.584238811642856,0.01711604013043233,0.9828839598695677,1.0
P7G0016,low_text_high_strategy,debd1e1af07d,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.6261739753041188,0.3912649431574241,0.9709505944546688,0.09135756948411589,0.9086424305158841,1.0
P7G0017,high_strategy,ae156bbb57f7,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7297864586281457,0.5337539651754137,0.8554508105601307,0.2788596410466193,0.7211403589533807,1.0
P7G0018,low_strategy,de566530eac3,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.37407101812369936,0.7189517391155461,0.0,0.07477713225547988,0.9252228677445201,1.0
P7G0019,high_strategy,237e5cab91d3,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.837894746721906,0.2556504546482762,0.8939394342664301,0.6368040272598551,0.3631959727401449,0.0
P7G0020,high_strategy,3799a0c4c40e,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6426177061399578,0.355086670452612,0.7931675117617045,0.7860325819858598,0.21396741801414015,0.0
P7G0021,low_strategy,e55445e07e9f,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.36096404744368116,0.6,0.7219280948873623,0.49186172751658075,0.5081382724834193,1.0
P7G0022,high_text_low_strategy,daaf2e0aa6f2,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2666846362211867,0.9624024244089812,0.0,0.5961285363312068,0.40387146366879323,1.0
P7G0023,low_strategy,ff7632457703,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.3122304246328794,0.9654412787199116,2.220446049250313e-16,0.06633758366041997,0.93366241633958,1.0
P7G0024,high_text_low_strategy,bed28dd4409d,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.378385134485978,0.8892405063291138,2.220446049250313e-16,0.5468472786988999,0.45315272130110007,1.0
P7G0025,low_strategy,ae62d92fd751,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.26668463622118677,0.9624024244089812,2.220446049250313e-16,0.6267399716180766,0.3732600283819234,1.0
P7G0026,low_text_high_strategy,11f7bfe474b4,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6490651888251724,0.29126494315742407,0.8649735207179272,0.053386644197621735,0.9466133558023783,1.0
P7G0027,low_text_high_strategy,8c99aeac3800,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.8374733751486179,0.55831792726086,0.9580420222262997,0.07087976758814851,0.9291202324118515,1.0
P7G0028,low_strategy,c54ef59ad0bb,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.2646804326436821,0.9737948294722722,0.0,0.0852767387738742,0.9147232612261258,1.0
P7G0029,high_strategy,94c6b3e7fb22,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7374795893110878,0.1600314463413431,0.9035846904822703,0.04462467269295389,0.9553753273070461,1.0
P7G0030,high_strategy,99b34d293fce,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.7602423990608053,0.5193921406805747,0.7219280948873623,0.5381583759690247,0.46184162403097534,1.0
P7G0031,low_text_high_strategy,6b1eb1e617dc,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.7248584964561476,0.5441424921606536,0.7219280948873623,0.0871908947645954,0.9128091052354046,1.0
P7G0032,low_strategy,b6f82dae77a3,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.0,1.0,0.0,0.0360678057003021,0.9639321942996979,1.0
P7G0033,low_text_high_strategy,e83a88d607f5,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.6300241236689745,0.6225096578840027,0.584238811642856,0.0796625561525337,0.9203374438474663,1.0
P7G0034,high_strategy,3ad581d1f287,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6427465050889445,0.09811005181389396,0.8688791643608138,0.6255911594070722,0.3744088405929278,0.0
P7G0035,high_text_low_strategy,557a0c8a62f6,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.20485054535735253,0.9680986269406269,0.0,0.6631580698511997,0.33684193014880026,0.0
P7G0036,high_strategy,557a0c8a62f6,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7682439488534498,0.15,0.9602297178607612,0.23468191918926307,0.7653180808107369,1.0
P7G0037,high_text_low_strategy,61575c238849,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.381649514770862,0.7950386764074506,0.0,0.7592561006580365,0.24074389934196344,1.0
P7G0038,low_strategy,a8ec159ddb55,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.36096404744368116,0.8,0.0,0.1529418216677918,0.8470581783322082,1.0
P7G0039,high_strategy,357d47ca3045,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.9540358383649179,0.37485706782469774,0.998845535995202,0.7275692876724454,0.27243071232755456,1.0
P7G0040,low_text_high_strategy,3ec5787946d0,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.6364613493685791,0.5006458858260943,0.7277137107369743,0.04123860995645123,0.9587613900435488,1.0
P7G0041,high_text_low_strategy,de566530eac3,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.3638568553684872,0.8369523543602156,2.220446049250313e-16,0.7911468014446165,0.2088531985553835,0.0
P7G0042,low_strategy,237cf3345f62,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.16372245957723808,0.9825298863148483,0.0,0.11790510753641459,0.8820948924635854,1.0
P7G0043,low_strategy,44087b92bed9,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.3465146296266553,0.8783825586760745,0.0,0.6182309615952304,0.38176903840476967,1.0
P7G0044,low_strategy,4287ffc2abab,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.3400385228641399,0.9737948294722722,0.0,0.07237505728286853,0.9276249427171315,1.0
P7G0045,low_text_high_strategy,744ba5fc0ece,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.6815441342726225,0.12215969183863437,0.9477776585187794,0.027626394134489862,0.9723736058655101,1.0
P7G0046,low_strategy,a8ec159ddb55,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.0,1.0,0.0,0.17928261651592836,0.8207173834840716,1.0
P7G0047,low_strategy,feb65f13f8e6,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.26668463622118677,0.962402424408981,2.220446049250313e-16,0.08873531319981487,0.9112646868001851,1.0
P7G0048,high_text_low_strategy,72ec25d9df6f,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.381649514770862,0.7950386764074506,0.0,0.6846395742887027,0.3153604257112973,1.0
P7G0049,high_text_low_strategy,2e76aaa7f5bf,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2646804326436821,0.9737948294722722,0.0,0.6446501013097401,0.35534989869025996,0.0
P7G0050,high_text_low_strategy,e318897b7120,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.36086673853673645,0.8381592816702123,0.0,0.22944095463056535,0.7705590453694346,1.0
P7G0051,high_text_low_strategy,40a7b21be7a8,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.3247323926339564,0.5757435090054173,0.6494647852679128,0.2962273845094252,0.7037726154905748,1.0
P7G0052,high_strategy,7f58595c17d5,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.6905613964533438,0.4471947947654569,0.9248187049730301,0.7767163260528838,0.2232836739471163,1.0
P7G0053,low_text_high_strategy,b084de2ef60f,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.8389628719941236,0.7844827586206897,0.8812908992306927,0.03600338622657273,0.9639966137734273,1.0
P7G0054,high_strategy,4ef9f5e50a51,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6479533742209244,0.1738746884786064,0.8959067484418487,0.2995834595970869,0.7004165404029131,0.0
P7G0055,low_text_high_strategy,11f7bfe474b4,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.6594168940368601,0.6930161778357686,0.584238811642856,0.05487959059606895,0.945120409403931,1.0
P7G0056,high_strategy,6b1eb1e617dc,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.7258989147573678,0.45886075949367094,0.7219280948873625,0.5640011754661749,0.43599882453382516,1.0
P7G0057,low_strategy,e318897b7120,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.2646804326436821,0.9737948294722724,0.0,0.05030181075715645,0.9496981892428435,1.0
P7G0058,low_text_high_strategy,e0adf9fd8810,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.6661064463965514,0.35068590450271375,0.9269509774012185,0.09065758131404156,0.9093424186859584,1.0
P7G0059,low_strategy,5827943ef2b2,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.38164951477086206,0.7950386764074506,0.0,0.09734709494655414,0.9026529050534459,1.0
P7G0060,low_strategy,2e76aaa7f5bf,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.3463392121887338,0.9772151898734176,0.0,0.07415333519891543,0.9258466648010846,1.0
P7G0061,high_text_low_strategy,2ff0314a4b2b,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2833462224894365,0.8250175801852049,0.0,0.40000000000000013,0.5999999999999999,1.0
P7G0062,low_text_high_strategy,2985ffe3f94f,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.629878234365504,0.6268226895294977,0.9814538950336537,0.07525255441987366,0.9247474455801263,0.0
P7G0063,high_strategy,a8ec159ddb55,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.7961046004983797,0.2,0.8649735207179272,0.2548743173513024,0.7451256826486976,0.0
P7G0064,low_strategy,2e76aaa7f5bf,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.26668463622118677,0.9624024244089812,2.220446049250313e-16,0.19490525295194805,0.805094747048052,0.0
P7G0065,high_text_low_strategy,1344eb3e8338,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.381649514770862,0.7950386764074506,0.0,0.6610390175340249,0.33896098246597506,1.0
P7G0066,high_strategy,a63408590859,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6804041661550424,0.6338973870846196,0.5842388116428562,0.14930259112569855,0.8506974088743015,1.0
P7G0067,high_strategy,6b1eb1e617dc,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7498625669965422,0.4,0.9709505944546688,0.2823005006107915,0.7176994993892085,1.0
P7G0068,high_strategy,4b74f9bb8790,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.7898698238612567,0.3196959649289584,0.8483341504881557,0.047181140193537474,0.9528188598064625,1.0
P7G0069,low_text_high_strategy,9988718b5a7a,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.6594168940368601,0.7506859045027138,0.584238811642856,0.06984393391827237,0.9301560660817276,1.0
P7G0070,high_text_low_strategy,f4f8b1d07bd4,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.2646804326436821,0.9737948294722724,0.0,0.2322528726182086,0.7677471273817914,1.0
P7G0071,low_text_high_strategy,2e1a38ef5c8d,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.6835690726682696,0.6289219127370491,0.5842388116428562,0.07548030687887086,0.9245196931211291,0.0
P7G0072,high_text_low_strategy,1344eb3e8338,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.381649514770862,0.7950386764074506,0.0,0.6305879079686644,0.3694120920313356,1.0
P7G0073,low_strategy,1e89b7735a6e,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.3638568553684872,0.8369523543602156,2.220446049250313e-16,0.7533156403415939,0.24668435965840607,1.0
P7G0074,high_text_low_strategy,a8ec159ddb55,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.0,1.0,0.0,0.29016643115922025,0.7098335688407797,0.0
P7G0075,high_text_low_strategy,b6f82dae77a3,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.2887600698461306,0.9540488736566204,2.220446049250313e-16,0.4681429801086966,0.5318570198913034,1.0
P7G0076,high_strategy,2e1a38ef5c8d,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7336547609083782,0.3937660077430779,0.9248187049730301,0.1831149409805869,0.8168850590194131,1.0
P7G0077,low_text_high_strategy,08c78c1b66a0,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.7498625669965422,0.4,0.9709505944546688,0.08961884048148883,0.9103811595185112,1.0
P7G0078,low_strategy,6850325f2eed,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.0,1.0,0.0,0.3606080701420834,0.6393919298579166,1.0
P7G0079,high_strategy,3ad581d1f287,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.6641390426372272,0.6146364516907795,0.8554508105601307,0.14084483916246948,0.8591551608375305,1.0
P7G0080,high_strategy,e83a88d607f5,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.7498625669965422,0.4,0.9709505944546688,0.08934567446745412,0.9106543255325459,1.0
