accepted,active_prompt_changed,agent_id,baseline_plurality_margin_votes,beam_slot,candidate_id,candidate_plurality_margin_votes,candidate_prompt_char_count,candidate_prompt_ends_with_sentence_boundary,candidate_prompt_over_soft_limit,candidate_prompt_overlength_rejected,candidate_reward_component_missing,candidate_target_accuracy,candidate_type,competence_reward_component,declared_mechanism,depth1_gain_rate,depth1_loss_rate,depth1_net_delta,depth2_gain_rate,depth2_loss_rate,depth2_metric_missing,depth2_net_delta,depth3_gain_rate,depth3_loss_rate,depth3_net_delta,epoch,hard_guard_passed,hard_rejection_reason,is_top1,mechanism_signature,mechanism_signature_distance,metric_missing,penalized_reward,plurality_margin_vote_delta,plurality_metric_missing,plurality_pivotal_fix_opportunity_rate,plurality_pivotal_fix_rate,plurality_pivotal_loss_rate,plurality_vote_gain_rate,plurality_vote_loss_rate,plurality_vote_net_delta,raw_reward,reward,setting_seed,soft_guard_penalty,specialization_strength,stage_aux_objective,step,task,vote_gain_rate,vote_loss_rate
True,True,2,0.0,explore,g1_a2_p26b37815e849_0_9b0b61aba281,0.4,263,True,False,False,False,0.6,task_specific_repair,0.27999999999999997,Added mandatory explicit entity-constraint listing before reasoning.,0.1,0.0,0.1,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,"[""list_all_entities_and_their"", ""propagate_constraints_through_reasoning"", ""final_consistency_check"", ""select_final_answer""]",1.0,False,0.2437327188940092,0.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.27999999999999997,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.03626728110599079,0.0,0.05,10,disambiguation_qa,0.0,0.0
True,True,2,0.0,exploit,g1_a2_p26b37815e849_1_2dcd8dc901cf,0.6,279,True,False,False,False,0.7,mechanism_alternative,0.45999999999999996,Changed reasoning to constraint table creation and propagation.,0.2,0.0,0.2,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,True,"[""extract_constraints"", ""hard_elimination"", ""final_consistency_check"", ""select_final_answer""]",1.0,False,0.4211111111111111,0.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.45999999999999996,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.038888888888888876,0.0,0.1,10,disambiguation_qa,0.0,0.0
True,True,2,0.0,safe,g0_00bcb3ee9efb,0.0,171,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,4,0.6,explore,g1_a4_p26b37815e849_0_6f9a3c95a04f,0.8,270,True,False,False,False,0.6,task_specific_repair,0.18,Added mandatory entity-binding step before evaluating options.,0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.0,0.0,1,True,,False,"[""bind_each_named_entity_to"", ""produce_compact_explicit_reasoning_trace"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.18,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,10,disambiguation_qa,0.0,0.0
True,True,4,0.6,exploit,g1_a4_p26b37815e849_1_69fd1f79c8c0,0.8,281,True,False,False,False,0.6,mechanism_alternative,0.18,Added mandatory constraint-listing step before comparing options.,0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.0,0.0,1,True,,True,"[""list_all_explicit_constraints_including"", ""produce_compact_explicit_reasoning_trace"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.18,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,10,disambiguation_qa,0.0,0.0
True,True,4,0.6,safe,g0_00bcb3ee9efb,0.6,171,True,False,False,False,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,0,-0.8,explore,g1_a0_p26b37815e849_0_47351af2da51,-0.8,354,True,False,False,False,0.4,task_specific_repair,0.0,Added mandatory initial step to extract and list all explicit constraints with verification.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,"[""extract_and_list_all_explicit"", ""final_consistency_check"", ""produce_compact_reasoning_trace"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,0,-0.8,exploit,g1_a0_p26b37815e849_1_473052434cd2,-0.6,440,True,False,False,False,0.5,mechanism_alternative,0.18,Added constraint propagation as the elimination method after constraint enumeration.,0.1,0.0,0.1,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,True,"[""extract_and_list_all_explicit"", ""final_consistency_check"", ""extract_constraints"", ""final_consistency_check"", ""produce_compact_reasoning_trace"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.15707037643207855,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.022929623567921442,0.0,0.05,20,disambiguation_qa,0.0,0.0
True,True,0,-0.8,safe,g0_00bcb3ee9efb,-0.8,171,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,3,-0.6,explore,g1_a3_p26b37815e849_0_e3bfc908e776,-0.6,261,True,False,False,False,0.4,task_specific_repair,0.0,Inserted mandatory entity-reference binding as a discrete step preceding constraint propagation.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,"[""bind_each_entity_to_its"", ""propagate_constraints"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,3,-0.6,exploit,g1_a3_p26b37815e849_1_c4c9cfee5ca4,-0.6,298,True,False,False,False,0.4,mechanism_alternative,0.0,Changed constraint propagation method to pairwise compatibility checks.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,True,"[""explicitly_map_each_entity_to"", ""propagate_constraints_through_pairwise_compatibility"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,3,-0.6,safe,g0_00bcb3ee9efb,-0.6,171,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,1,-0.6,explore,g1_a1_p26b37815e849_0_5503c366e53e,-0.6,366,True,False,False,False,0.4,task_specific_repair,0.0,Added mandatory entity-reference listing and unique antecedent verification before constraint propagation.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""list_all_named_entities"", ""for_each_entity_list_all"", ""final_consistency_check"", ""propagate_constraints"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,1,-0.6,exploit,g1_a1_p26b37815e849_1_f2deebcc877d,-0.6,377,True,False,False,False,0.4,mechanism_alternative,0.0,Added requirement to construct mapping table for ambiguous references using constraint-based disambiguation.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,True,"[""identify_all_ambiguous_references"", ""construct_mapping_table_with_possible"", ""use_constraints_to_disambiguate_each"", ""propagate_constraints_using_resolved_mapping"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,1,-0.6,safe,g0_00bcb3ee9efb,-0.6,171,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,2,-0.6,exploit,g2_a2_pe7329298803c_0_a434947b1c98,-0.4,365,True,False,False,False,0.5,task_specific_repair,0.18,Added explicit negation constraint listing and verification after propagation,0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.0,0.0,2,True,,True,"[""extract_constraints"", ""propagate_constraints"", ""list_negation_constraints"", ""final_consistency_check"", ""select_final_answer""]",1.0,False,0.18,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,10,disambiguation_qa,0.0,0.0
True,True,2,-0.6,explore,g2_a2_pe7329298803c_1_41d6a9ff5974,-0.6,414,True,False,False,False,0.4,mechanism_alternative,0.0,Changed verification from listing to systematic cross-reference table check,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""extract_constraints"", ""propagate_constraints"", ""build_cross_reference_table"", ""check_each_option_against_all"", ""final_consistency_check"", ""select_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,2,-0.6,safe,g1_a2_p26b37815e849_0_9b0b61aba281,-0.6,263,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
False,True,2,-0.6,not_retained,g1_a2_p26b37815e849_1_2dcd8dc901cf,-0.6,279,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,False,exact_prompt_cycle,False,[],0.0,False,-0.06350553505535056,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.06350553505535056,0.0,0.0,10,disambiguation_qa,0.0,0.0
False,True,1,0.4,not_retained,g2_a1_p655b1e1376d9_0_bc22e66cb875,0.6,608,True,False,False,False,0.6,task_specific_repair,0.22,Added verification step with tie-breaking rule after mapping table creation.,0.1,0.0,0.1,0.0,0.0,False,0.0,0.1,0.0,0.1,2,True,not_selected,False,"[""identify_ambiguous_references"", ""construct_mapping_table_showing_possible"", ""final_consistency_check"", ""propagate_constraints_using_resolved_mapping"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_final_answer""]",0.5714285714285714,False,0.22,0.2,False,0.1,0.1,0.0,0.1,0.0,0.1,0.22,0.22,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,20,disambiguation_qa,0.1,0.0
True,True,1,0.4,exploit,g2_a1_p655b1e1376d9_1_551d7f0d3f2c,0.8,607,True,False,False,False,0.7,mechanism_alternative,0.4,Changed verification to a scoring-based resolution mechanism.,0.2,0.0,0.2,0.0,0.0,False,0.0,0.1,0.0,0.1,2,True,,True,"[""identify_ambiguous_references"", ""construct_mapping_table_showing_possible"", ""weighted_scoring"", ""enumerate_candidates"", ""propagate_constraints_using_resolved_mapping"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_final_answer""]",1.0,False,0.4,0.4,False,0.1,0.1,0.0,0.1,0.0,0.1,0.4,0.4,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.1,20,disambiguation_qa,0.1,0.0
False,True,1,0.4,not_retained,g2_a1_p26b37815e849_0_bc812ae46e3a,0.4,572,True,False,False,False,0.5,task_specific_repair,0.0,add antecedent contradiction test before propagation,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,not_selected,False,"[""identify_ambiguous_references"", ""construct_mapping_table_of_possible"", ""binding_resolution"", ""check_for_contradictions_with_all"", ""hard_elimination"", ""propagate_remaining_consistent_constraints"", ""select_correct_option"", ""final_consistency_check"", ""output_final_answer""]",1.0,False,-0.052934051144010764,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.052934051144010764,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,1,0.4,not_retained,g2_a1_p26b37815e849_1_12d1291e4179,0.4,517,True,False,False,False,0.5,mechanism_alternative,0.0,swap scenario test for pairwise consistency check,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,not_selected,False,"[""identify_ambiguous_references"", ""construct_mapping_table_of_possible"", ""final_consistency_check"", ""discard_bindings_that_conflict_with"", ""propagate_maximally_consistent_set_of"", ""evaluate_options"", ""final_consistency_check"", ""output_final_answer""]",1.0,False,-0.030348837209302315,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.030348837209302315,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,1,0.4,not_retained,g2_a1_p1077dd902d8d_0_fae32ea718ca,0.4,512,True,False,False,False,0.5,task_specific_repair,0.0,Added constraint contradiction checking after mapping.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,not_selected,False,"[""list_entity_pronoun_references"", ""final_consistency_check"", ""check_constraints_for_contradictions"", ""resolve_inconsistencies"", ""propagate_constraints"", ""make_decision_visible"", ""final_consistency_check"", ""output_final_answer""]",1.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,1,0.4,explore,g2_a1_p1077dd902d8d_1_3fdde253c743,0.6,544,True,False,False,False,0.6,mechanism_alternative,0.18,Added temporal ordering construction and consistency verification.,0.1,0.0,0.1,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""list_entity_pronoun_references"", ""final_consistency_check"", ""construct_temporal_ordering_from_constraints"", ""final_consistency_check"", ""propagate_constraints"", ""make_decision_visible"", ""final_consistency_check"", ""output_final_answer""]",1.0,False,0.18,0.2,False,0.1,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,20,disambiguation_qa,0.0,0.0
True,True,1,0.4,safe,g1_a1_p26b37815e849_1_f2deebcc877d,0.4,377,True,False,False,False,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,1,0.4,not_retained,g0_00bcb3ee9efb,0.4,171,True,False,False,False,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,False,exact_prompt_cycle,False,[],0.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,1,0.4,not_retained,g1_a1_p26b37815e849_0_5503c366e53e,0.4,366,True,False,False,False,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,-0.046473755047106324,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.046473755047106324,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,0,0.8,explore,g2_a0_pb137ba58bb9e_0_3f18d91de3b1,0.8,591,True,False,False,False,0.5,task_specific_repair,0.0,Added explicit creation and use of negation/temporal constraint table during propagation.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""extract_and_list_all_explicit"", ""final_consistency_check"", ""extract_constraints"", ""produce_compact_reasoning_trace"", ""final_consistency_check"", ""give_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,0,0.8,exploit,g2_a0_pb137ba58bb9e_1_9ac013934394,1.0,605,True,False,False,False,0.6,mechanism_alternative,0.18,Changed to two-phase constraint propagation separating constraint types.,0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.0,0.0,2,True,,True,"[""extract_and_list_all_explicit"", ""final_consistency_check"", ""binding_resolution"", ""hard_elimination"", ""final_consistency_check"", ""produce_compact_reasoning_trace"", ""final_consistency_check"", ""give_final_answer""]",1.0,False,0.18,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,20,disambiguation_qa,0.0,0.0
False,True,0,0.8,not_retained,g2_a0_pa26c9ffce5a9_0_d181ee92f670,0.8,488,True,False,False,False,0.5,task_specific_repair,0.0,Added step to test each option against all constraints and eliminate violating options.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,not_selected,False,"[""extract_and_list_all_explicit"", ""final_consistency_check"", ""extract_constraints"", ""hard_elimination"", ""produce_compact_reasoning_trace_showing"", ""make_decision_procedure_visible"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,0,0.8,not_retained,g2_a0_pa26c9ffce5a9_1_bc611393430c,0.8,532,True,False,False,False,0.5,mechanism_alternative,0.0,Changed step to construct a minimal satisfying scenario per option and discard impossible ones.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,not_selected,False,"[""extract_and_list_all_explicit"", ""final_consistency_check"", ""for_each_option_construct_a"", ""contradiction_minimization"", ""produce_compact_reasoning_trace_showing"", ""make_decision_procedure_visible"", ""give_exactly_one_final_answer""]",1.0,False,-0.0016478555304740294,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0016478555304740294,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,0,0.8,safe,g1_a0_p26b37815e849_1_473052434cd2,0.8,440,True,False,False,False,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,0,0.8,not_retained,g1_a0_p26b37815e849_0_47351af2da51,1.0,354,True,False,False,False,0.6,,0.18,,0.1,0.0,0.1,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.18,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,20,disambiguation_qa,0.0,0.0
